date,pm25,pm10,o3,no2,so2,co
7/10/2018,67,24,44,10,6,3
7/9/2018,67,32,28,13,6,3
7/8/2018,56,32,28,12,5,3
7/7/2018,61,26,32,10,6,3
7/6/2018,58,30,33,8,4,2
7/5/2018,0,29,30,12,5,4
7/1/2018,70,0,0,0,0,0
6/30/2018,76,42,30,15,8,5
6/29/2018,50,37,42,13,6,4
6/28/2018,63,23,38,8,5,3
6/27/2018,51,32,44,11,5,4
6/26/2018,41,19,29,9,5,3
6/25/2018,45,18,24,9,6,3
6/24/2018,46,16,26,7,4,3
6/23/2018,49,19,26,13,4,3
6/22/2018,52,23,27,10,4,3
6/21/2018,65,24,32,13,4,5
6/20/2018,41,34,36,9,5,5
6/19/2018,40,16,37,8,4,5
6/18/2018,74,15,36,10,3,5
6/17/2018,64,31,49,11,3,5
6/16/2018,38,40,50,7,4,4
6/15/2018,67,23,48,7,3,4
6/14/2018,97,33,50,8,3,5
6/13/2018,92,52,57,10,4,6
6/12/2018,68,41,68,9,6,8
6/11/2018,67,27,47,9,5,7
6/10/2018,43,28,31,9,3,6
6/9/2018,63,21,39,7,3,4
6/8/2018,67,34,48,9,4,5
6/7/2018,68,30,47,8,3,6
6/6/2018,77,26,39,8,5,4
6/5/2018,78,32,43,7,3,5
6/4/2018,94,31,56,6,3,5
6/3/2018,66,43,67,7,4,5
6/2/2018,52,32,62,7,3,4
6/1/2018,88,21,47,9,3,4
5/31/2018,86,42,45,14,9,6
5/30/2018,94,37,43,12,6,6
5/29/2018,89,37,55,8,4,5
5/28/2018,89,41,64,11,6,4
5/27/2018,79,46,53,14,7,4
5/26/2018,88,38,50,11,5,4
5/25/2018,86,49,54,6,4,4
5/24/2018,84,57,62,9,5,4
5/23/2018,73,37,41,11,5,4
5/22/2018,70,29,41,9,5,3
5/21/2018,76,24,44,11,5,3
5/20/2018,92,28,35,13,6,4
5/19/2018,91,38,49,17,6,5
5/18/2018,71,44,46,16,7,4
5/17/2018,67,30,41,11,6,3
5/16/2018,52,25,31,11,5,3
5/15/2018,86,23,31,10,5,3
5/14/2018,104,35,39,15,7,4
5/13/2018,96,49,45,12,6,7
5/12/2018,81,52,57,16,10,5
5/11/2018,80,46,78,10,5,4
5/10/2018,73,53,63,12,4,4
5/9/2018,60,35,58,10,3,4
5/8/2018,46,23,47,13,7,4
5/7/2018,55,17,35,12,4,3
5/6/2018,93,26,52,11,4,3
5/5/2018,73,50,61,18,8,4
5/4/2018,82,41,48,12,4,3
5/3/2018,79,40,48,13,4,5
5/2/2018,69,36,35,14,5,4
5/1/2018,86,30,31,12,5,4
4/30/2018,116,41,50,14,5,5
4/29/2018,111,51,67,11,5,5
4/28/2018,115,52,70,10,5,5
4/27/2018,96,51,66,9,5,6
4/26/2018,89,49,68,9,4,6
4/25/2018,84,40,44,9,3,6
4/24/2018,65,36,35,15,6,6
4/23/2018,94,27,36,13,5,4
4/22/2018,104,46,41,17,7,5
4/21/2018,95,53,43,17,6,5
4/20/2018,85,57,46,15,5,5
4/19/2018,87,52,53,12,5,4
4/18/2018,93,47,61,10,4,4
4/17/2018,110,58,59,9,4,5
4/16/2018,70,89,45,10,3,4
4/15/2018,93,40,30,15,5,5
4/14/2018,86,32,24,20,7,5
4/13/2018,77,32,28,17,5,4
4/12/2018,86,37,37,15,5,4
4/11/2018,119,43,43,18,7,5
4/10/2018,129,69,61,22,9,6
4/9/2018,105,74,62,22,13,5
4/8/2018,106,77,48,9,4,4
4/7/2018,84,78,39,7,3,3
4/6/2018,80,38,27,16,7,5
4/5/2018,92,33,32,15,5,3
4/4/2018,105,48,39,13,5,6
4/3/2018,131,49,44,14,4,7
4/2/2018,117,66,54,18,7,7
4/1/2018,64,63,45,17,8,7
3/31/2018,75,37,43,11,3,5
3/30/2018,93,44,37,14,5,5
3/29/2018,86,44,43,18,8,6
3/28/2018,83,40,52,14,5,5
3/27/2018,117,37,0,11,4,5
3/26/2018,106,58,48,23,11,6
3/25/2018,114,60,55,20,5,5
3/24/2018,92,66,50,23,8,5
3/23/2018,65,52,50,15,5,4
3/22/2018,55,35,48,9,4,4
3/21/2018,49,23,48,8,3,5
3/20/2018,101,17,40,11,3,6
3/19/2018,91,44,38,28,7,6
3/18/2018,74,45,44,23,9,5
3/17/2018,115,35,38,10,3,4
3/16/2018,155,46,47,20,8,6
3/15/2018,114,75,30,54,9,9
3/14/2018,97,55,41,30,8,7
3/13/2018,90,42,55,20,7,5
3/12/2018,70,40,45,17,8,4
3/11/2018,96,35,45,13,4,3
3/10/2018,70,45,50,7,3,4
3/9/2018,69,35,43,6,2,4
3/8/2018,59,28,36,15,3,5
3/7/2018,51,27,0,10,3,4
3/6/2018,93,24,39,8,2,4
3/5/2018,71,46,38,21,8,6
3/4/2018,107,29,42,24,6,6
3/3/2018,82,47,45,13,5,6
3/2/2018,83,37,51,16,5,5
3/1/2018,99,32,47,17,5,6
2/28/2018,77,47,44,18,4,7
2/27/2018,51,35,47,13,4,4
2/26/2018,67,19,45,8,2,3
2/25/2018,96,28,40,10,2,4
2/24/2018,60,42,43,15,4,5
2/23/2018,44,24,45,9,2,4
2/22/2018,51,15,35,8,2,4
2/21/2018,71,21,38,8,2,4
2/20/2018,96,25,41,13,2,6
2/19/2018,74,48,41,26,8,7
2/18/2018,88,35,43,12,4,6
2/17/2018,126,37,40,6,2,5
2/16/2018,102,57,43,13,5,5
2/15/2018,106,48,50,25,7,6
2/14/2018,96,57,47,16,4,5
2/13/2018,111,63,48,10,3,4
2/12/2018,97,62,49,6,2,5
2/11/2018,96,39,39,6,2,6
2/10/2018,96,32,44,10,2,5
2/9/2018,78,46,49,15,5,4
2/8/2018,78,36,42,10,2,5
2/7/2018,78,43,34,10,4,5
2/6/2018,88,37,38,5,3,4
2/5/2018,136,43,34,5,3,5
2/4/2018,75,63,24,9,4,7
2/3/2018,84,32,27,7,2,4
2/2/2018,55,37,22,13,2,5
2/1/2018,50,26,25,8,2,5
1/31/2018,70,17,0,15,2,7
1/30/2018,56,26,22,10,2,6
1/29/2018,69,22,27,11,2,5
1/28/2018,40,31,29,16,4,4
1/27/2018,49,23,35,8,2,3
1/26/2018,54,32,33,10,3,3
1/25/2018,82,25,41,8,3,4
1/24/2018,67,45,42,10,3,5
1/23/2018,106,39,51,9,4,5
1/22/2018,128,47,45,17,7,7
1/21/2018,106,56,44,15,6,6
1/20/2018,95,49,49,14,5,5
1/19/2018,122,44,38,13,4,5
1/18/2018,121,60,42,23,6,8
1/17/2018,96,57,41,23,8,8
1/16/2018,119,44,37,22,9,6
1/15/2018,86,51,50,20,9,5
1/14/2018,66,39,48,16,8,3
1/13/2018,77,33,43,10,2,3
1/12/2018,71,39,45,10,3,3
1/11/2018,88,40,48,11,3,2
1/10/2018,77,47,46,17,6,5
1/9/2018,57,32,32,17,4,8
1/8/2018,47,21,14,16,3,8
1/7/2018,39,14,17,18,3,6
1/6/2018,94,17,19,13,2,5
1/5/2018,72,45,22,17,3,6
1/4/2018,102,40,36,14,3,5
1/3/2018,106,62,54,18,8,6
1/2/2018,140,59,51,14,5,5
1/1/2018,123,75,63,11,4,6
12/31/2017,0,64,29,13,4,7
11/12/2017,98,0,0,0,0,0
11/11/2017,106,55,31,14,5,5
11/10/2017,91,58,43,14,9,6
11/9/2017,77,50,91,7,4,5
11/8/2017,144,41,36,12,5,6
11/7/2017,93,67,40,28,17,8
11/6/2017,74,49,41,17,6,5
11/5/2017,142,36,51,3,1,2
11/4/2017,114,73,61,5,3,6
11/3/2017,118,60,61,15,7,5
11/2/2017,93,60,51,18,12,6
11/1/2017,66,51,47,15,8,7
10/31/2017,127,39,45,6,2,5
10/30/2017,127,65,51,4,2,7
10/29/2017,128,74,63,21,13,7
10/28/2017,93,66,78,15,10,6
10/27/2017,75,51,66,8,3,5
10/26/2017,87,42,53,8,3,4
10/25/2017,115,48,60,6,2,5
10/24/2017,123,59,64,6,3,5
10/23/2017,91,62,63,10,6,6
10/22/2017,70,47,63,9,5,4
10/21/2017,73,32,43,6,1,4
10/20/2017,98,34,37,10,2,5
10/19/2017,63,52,48,8,3,4
10/18/2017,70,31,38,7,2,5
10/17/2017,76,36,37,10,3,6
10/16/2017,55,38,38,11,4,6
10/15/2017,51,25,29,11,3,5
10/14/2017,58,20,30,5,1,4
10/13/2017,62,30,34,4,1,4
10/12/2017,58,33,39,5,1,4
10/11/2017,60,33,34,5,1,4
10/10/2017,61,34,28,5,1,4
10/9/2017,69,30,29,6,1,4
10/8/2017,82,34,34,4,1,4
10/7/2017,90,40,40,6,1,5
10/6/2017,74,48,47,8,3,5
10/5/2017,80,37,39,5,2,4
10/4/2017,113,44,42,5,2,4
10/3/2017,113,53,57,11,8,5
10/2/2017,89,54,50,9,7,6
10/1/2017,87,42,51,7,4,4
9/30/2017,84,43,54,5,2,4
9/29/2017,100,44,46,7,3,5
9/28/2017,116,53,42,14,8,5
9/27/2017,91,55,48,10,7,6
9/26/2017,58,45,46,8,6,6
9/25/2017,61,27,30,5,3,4
9/24/2017,84,24,37,4,2,5
9/23/2017,113,37,58,4,3,5
9/22/2017,139,48,50,6,5,6
9/21/2017,125,64,59,9,8,6
9/20/2017,110,60,82,11,8,7
9/19/2017,102,54,71,6,6,6
9/18/2017,103,49,59,3,3,5
9/17/2017,114,49,57,11,7,6
9/16/2017,125,53,69,13,8,6
9/15/2017,96,59,67,11,7,7
9/14/2017,78,48,64,9,6,5
9/13/2017,97,39,43,5,2,5
9/12/2017,96,46,39,9,4,5
9/11/2017,0,44,33,9,4,5
9/7/2017,65,0,0,0,0,0
9/6/2017,61,29,0,12,4,4
9/5/2017,46,24,26,7,2,4
9/4/2017,56,16,31,4,1,4
9/3/2017,67,22,36,5,1,4
9/2/2017,66,32,41,4,1,4
9/1/2017,59,31,39,4,1,4
8/31/2017,51,28,38,4,1,3
8/30/2017,75,23,44,4,1,3
8/29/2017,54,37,49,10,3,4
8/28/2017,44,23,34,8,4,4
8/27/2017,69,18,27,4,2,3
8/26/2017,86,33,40,5,4,4
8/25/2017,50,39,36,12,7,5
8/24/2017,46,23,22,7,3,4
8/23/2017,57,21,27,4,2,3
8/22/2017,106,36,34,5,1,3
8/21/2017,105,53,51,14,7,5
8/20/2017,81,48,43,13,6,5
8/19/2017,115,40,39,12,6,4
8/18/2017,77,54,45,12,8,5
8/17/2017,91,34,42,13,5,4
8/16/2017,94,48,56,11,6,4
8/15/2017,85,49,44,11,8,3
8/14/2017,81,44,41,9,5,3
8/13/2017,76,42,40,7,3,3
8/12/2017,82,38,35,6,3,3
8/11/2017,63,45,38,12,9,3
8/10/2017,71,32,30,6,3,2
8/9/2017,84,37,30,5,2,3
8/8/2017,102,42,38,7,3,3
8/7/2017,103,51,42,9,5,3
8/6/2017,81,50,44,10,5,4
8/5/2017,75,42,32,7,4,3
8/4/2017,93,37,28,8,5,3
8/3/2017,74,40,30,13,9,4
8/2/2017,60,36,24,9,4,3
8/1/2017,69,22,32,11,4,3
7/31/2017,60,24,31,5,1,3
7/30/2017,53,26,26,5,2,3
7/29/2017,74,29,28,6,1,2
7/28/2017,59,37,36,7,3,2
7/27/2017,88,21,29,10,7,2
7/26/2017,70,41,40,12,7,3
7/25/2017,71,34,28,10,5,3
7/24/2017,68,35,27,9,5,3
7/23/2017,75,33,32,9,5,3
7/22/2017,79,35,0,9,4,3
7/21/2017,73,41,38,10,6,3
7/20/2017,68,38,29,9,6,3
7/19/2017,77,33,26,7,5,3
7/18/2017,42,39,30,9,12,4
7/17/2017,72,20,26,6,4,2
7/16/2017,65,32,34,7,4,3
7/15/2017,53,32,23,8,7,3
7/14/2017,54,23,20,7,4,3
7/13/2017,52,27,29,6,4,3
7/12/2017,69,26,27,8,4,3
7/11/2017,74,29,23,8,5,3
7/10/2017,72,31,24,8,6,3
7/9/2017,73,33,21,10,5,4
7/8/2017,51,21,22,14,5,3
7/7/2017,75,18,22,8,2,3
7/6/2017,49,33,26,10,6,4
7/5/2017,62,19,17,10,4,3
7/4/2017,37,16,18,7,5,3
7/3/2017,43,13,18,6,3,3
7/2/2017,29,18,0,6,3,3
7/1/2017,64,13,20,7,3,3
6/30/2017,61,31,22,12,5,4
6/29/2017,92,28,31,12,7,3
6/28/2017,90,45,39,12,4,3
6/27/2017,67,48,30,14,7,4
6/26/2017,62,33,29,9,3,3
6/25/2017,61,29,28,6,3,3
6/24/2017,59,28,26,6,3,3
6/23/2017,55,24,26,6,3,3
6/22/2017,45,23,21,5,2,3
6/21/2017,44,18,20,6,2,3
6/20/2017,76,18,22,8,3,3
6/19/2017,30,29,28,12,3,4
6/18/2017,50,9,30,13,1,4
6/17/2017,73,18,27,14,1,5
6/16/2017,47,28,30,16,2,5
6/15/2017,54,15,32,14,1,5
6/14/2017,11,21,25,14,5,5
6/13/2017,6,9,21,7,2,3
6/12/2017,9,1,22,8,5,3
6/11/2017,65,2,22,8,4,3
6/10/2017,84,28,38,7,3,4
6/9/2017,71,32,41,10,5,5
6/8/2017,65,31,38,7,2,5
6/7/2017,105,26,29,12,6,5
6/6/2017,80,43,38,10,2,6
6/5/2017,59,31,41,12,2,6
6/4/2017,66,21,32,8,2,6
6/3/2017,43,26,33,16,2,6
6/2/2017,90,21,30,9,2,4
6/1/2017,87,47,34,10,3,3
5/31/2017,59,40,36,10,4,5
5/30/2017,59,25,43,7,3,4
5/29/2017,93,28,49,8,2,4
5/28/2017,73,46,60,9,3,5
5/27/2017,87,37,62,10,2,4
5/26/2017,71,44,47,11,4,5
5/25/2017,98,30,49,8,1,5
5/24/2017,65,43,38,16,8,7
5/23/2017,61,26,39,10,5,5
5/22/2017,57,28,45,9,2,5
5/21/2017,85,28,46,9,2,6
5/20/2017,70,35,48,14,5,6
5/19/2017,72,36,53,10,1,5
5/18/2017,91,36,52,9,2,5
5/17/2017,45,41,48,12,6,6
5/16/2017,79,15,35,11,1,5
5/15/2017,100,32,40,11,2,5
5/14/2017,79,40,46,10,4,6
5/13/2017,62,34,25,18,6,5
5/12/2017,118,29,34,11,4,5
5/11/2017,112,52,46,22,11,6
5/10/2017,77,47,41,18,8,5
5/9/2017,117,34,45,14,6,5
5/8/2017,67,73,49,9,5,4
5/7/2017,82,30,44,7,2,4
5/6/2017,117,35,38,7,2,6
5/5/2017,99,51,30,17,8,5
5/4/2017,101,41,33,14,5,4
5/3/2017,115,41,34,13,3,4
5/2/2017,138,44,55,24,8,5
5/1/2017,127,64,68,27,12,5
4/30/2017,108,61,63,25,12,5
4/29/2017,79,56,71,23,9,5
4/28/2017,58,39,63,9,3,4
4/27/2017,150,23,43,14,2,5
4/26/2017,106,71,41,20,13,8
4/25/2017,103,50,45,33,10,6
4/24/2017,95,58,74,10,4,5
4/23/2017,59,57,76,10,3,5
4/22/2017,79,30,43,9,2,5
4/21/2017,101,33,33,13,5,5
4/20/2017,114,43,47,18,9,6
4/19/2017,106,46,46,16,5,5
4/18/2017,57,48,46,23,11,6
4/17/2017,139,27,28,12,6,4
4/16/2017,133,67,31,40,17,8
4/15/2017,114,69,39,43,19,7
4/14/2017,79,64,48,33,15,7
4/13/2017,67,51,53,18,4,5
4/12/2017,72,32,51,12,3,7
4/11/2017,62,31,32,13,5,5
4/10/2017,65,29,24,12,3,4
4/9/2017,62,31,27,13,4,4
4/8/2017,88,26,28,14,3,4
4/7/2017,113,41,25,20,9,5
4/6/2017,146,58,39,28,13,6
4/5/2017,126,69,83,27,14,6
4/4/2017,118,62,85,24,13,6
4/3/2017,133,62,87,22,11,6
4/2/2017,95,67,88,20,8,7
4/1/2017,119,40,70,8,2,5
3/31/2017,138,60,45,32,13,6
3/30/2017,146,72,63,32,12,6
3/29/2017,122,71,83,29,10,7
3/28/2017,110,69,78,24,11,7
3/27/2017,74,67,71,22,10,7
3/26/2017,88,48,32,21,4,6
3/25/2017,72,44,53,20,3,6
3/24/2017,124,37,74,10,3,5
3/23/2017,95,53,46,23,4,7
3/22/2017,117,48,42,24,3,6
3/21/2017,122,59,47,23,6,6
3/20/2017,98,55,43,28,10,5
3/19/2017,123,42,34,18,4,5
3/18/2017,111,58,31,27,9,5
3/17/2017,94,55,28,26,4,6
3/16/2017,80,45,39,27,3,5
3/15/2017,65,47,47,12,4,4
3/14/2017,127,28,42,11,2,5
3/13/2017,99,58,41,27,9,6
3/12/2017,74,45,46,24,8,5
3/11/2017,70,32,50,22,6,5
3/10/2017,146,27,46,23,1,5
3/9/2017,152,73,65,24,8,7
3/8/2017,154,68,43,25,10,8
3/7/2017,102,68,44,20,4,7
3/6/2017,123,52,45,18,4,6
3/5/2017,135,61,38,35,12,6
3/4/2017,94,71,44,36,11,6
3/3/2017,112,55,77,10,3,5
3/2/2017,180,67,80,22,7,6
3/1/2017,151,99,87,34,15,8
2/28/2017,131,69,78,21,11,6
2/27/2017,87,57,72,12,6,5
2/26/2017,88,37,34,16,4,5
2/25/2017,85,33,19,22,3,6
2/24/2017,76,34,23,18,2,6
2/23/2017,82,32,18,21,4,7
2/22/2017,81,30,30,26,6,5
2/21/2017,150,37,45,11,3,4
2/20/2017,139,61,65,32,6,6
2/19/2017,158,61,70,16,6,5
2/18/2017,155,75,65,16,4,6
2/17/2017,136,71,44,33,17,8
2/16/2017,93,61,45,30,14,6
2/15/2017,78,43,51,18,8,4
2/14/2017,106,38,59,13,4,4
2/13/2017,103,51,48,17,6,4
2/12/2017,144,49,51,10,5,4
2/11/2017,135,61,45,8,5,5
2/10/2017,84,53,34,9,3,5
2/9/2017,99,35,36,12,3,6
2/8/2017,99,50,35,15,5,4
2/7/2017,119,48,39,7,1,4
2/6/2017,116,52,39,8,3,6
2/5/2017,119,53,30,14,4,5
2/4/2017,86,53,32,19,7,5
2/3/2017,88,36,30,11,3,4
2/2/2017,84,36,43,7,1,4
2/1/2017,86,34,33,8,2,5
1/31/2017,110,35,27,7,1,5
1/30/2017,137,42,28,13,4,7
1/29/2017,138,56,33,20,6,5
1/28/2017,109,60,36,9,6,4
1/27/2017,85,47,0,10,6,4
1/26/2017,70,38,38,6,1,3
1/25/2017,75,29,35,7,1,3
1/24/2017,106,38,37,7,2,3
1/23/2017,119,57,40,7,4,5
1/22/2017,105,58,40,12,3,5
1/21/2017,91,55,35,9,3,5
1/20/2017,119,41,24,12,1,6
1/19/2017,120,50,21,17,2,5
1/18/2017,76,57,21,29,5,6
1/17/2017,69,37,31,14,2,5
1/16/2017,90,34,31,11,2,5
1/15/2017,110,42,34,12,3,5
1/14/2017,83,49,31,12,4,6
1/13/2017,123,35,19,17,1,7
1/12/2017,145,59,24,19,5,8
1/11/2017,126,64,35,14,3,8
1/10/2017,112,56,47,10,3,7
1/9/2017,141,56,34,11,4,7
1/8/2017,149,70,33,23,12,8
1/7/2017,149,68,27,30,13,7
1/6/2017,159,74,27,28,8,6
1/5/2017,160,84,38,29,16,7
1/4/2017,146,87,37,32,19,8
1/3/2017,151,73,38,25,10,8
1/2/2017,0,71,31,30,16,8
1/1/2017,114,0,0,0,0,0
12/31/2016,108,59,30,24,7,7
12/30/2016,84,53,33,14,3,6
12/29/2016,74,46,33,14,4,5
12/28/2016,75,37,26,13,2,6
12/27/2016,133,37,29,19,6,7
12/26/2016,138,62,26,22,16,7
12/25/2016,105,60,28,29,11,7
12/24/2016,93,54,35,12,3,6
12/23/2016,90,49,34,12,4,7
12/22/2016,168,34,15,23,6,7
12/21/2016,147,92,21,36,22,10
12/20/2016,141,84,32,33,18,8
12/19/2016,126,73,37,25,14,6
12/18/2016,115,61,33,25,15,5
12/17/2016,105,58,31,20,7,5
12/16/2016,102,57,29,12,4,4
12/15/2016,112,54,18,16,3,6
12/14/2016,149,60,28,17,5,7
12/13/2016,118,80,41,23,10,7
12/12/2016,89,56,29,21,10,6
12/11/2016,141,50,30,12,2,5
12/10/2016,139,73,40,19,10,6
12/9/2016,120,78,39,26,13,7
12/8/2016,131,61,41,17,5,5
12/7/2016,163,67,41,14,5,6
12/6/2016,135,87,33,16,6,7
12/5/2016,127,67,33,18,6,6
12/4/2016,90,62,30,21,12,6
12/3/2016,92,74,31,14,4,4
12/2/2016,103,46,27,11,2,4
12/1/2016,97,54,20,20,7,5
11/30/2016,86,53,24,22,17,5
11/29/2016,65,55,28,12,1,4
11/28/2016,46,37,31,9,2,5
11/27/2016,83,23,14,16,2,7
11/26/2016,55,36,15,22,7,7
11/25/2016,51,22,20,14,2,5
11/24/2016,36,29,20,12,2,4
11/23/2016,110,17,21,11,1,4
11/22/2016,71,51,19,19,10,7
11/21/2016,104,27,20,20,3,5
11/20/2016,145,50,24,20,5,5
11/19/2016,131,80,0,25,13,8
11/18/2016,101,69,42,20,9,6
11/17/2016,115,54,37,14,5,5
11/16/2016,165,61,41,10,4,6
11/15/2016,182,87,41,20,6,8
11/14/2016,156,102,58,23,14,9
11/13/2016,122,82,73,18,15,8
11/12/2016,74,65,39,21,11,6
11/11/2016,67,39,37,16,4,6
11/10/2016,58,30,27,15,4,6
11/9/2016,95,34,32,9,2,5
11/8/2016,101,47,42,10,5,5
11/7/2016,127,52,37,16,9,5
11/6/2016,117,67,39,20,11,6
11/5/2016,83,63,44,20,11,6
11/4/2016,57,45,38,9,2,4
11/3/2016,50,31,30,8,2,3
11/2/2016,69,29,35,7,1,4
11/1/2016,64,44,43,7,2,5
10/31/2016,55,35,36,8,2,4
10/30/2016,87,26,28,7,1,4
10/29/2016,158,48,37,8,2,5
10/28/2016,139,70,48,11,6,5
10/27/2016,98,65,44,17,11,6
10/26/2016,121,46,40,15,9,5
10/25/2016,67,57,35,17,9,7
10/24/2016,98,32,26,15,3,6
10/23/2016,60,45,32,14,7,7
10/22/2016,52,29,21,5,1,5
10/21/2016,49,31,19,9,3,5
10/20/2016,46,22,21,9,1,5
10/19/2016,44,18,27,16,13,5
10/18/2016,52,15,29,13,2,5
10/17/2016,45,23,28,9,2,4
10/16/2016,62,16,32,8,1,4
10/15/2016,83,27,39,15,2,4
10/14/2016,70,42,52,13,3,5
10/13/2016,50,34,44,13,3,6
10/12/2016,51,21,33,13,2,5
10/11/2016,44,19,34,20,4,5
10/10/2016,53,11,33,13,1,4
10/9/2016,59,16,35,8,1,4
10/8/2016,53,22,37,13,3,5
10/7/2016,60,23,37,6,2,4
10/6/2016,87,23,44,7,1,4
10/5/2016,81,40,60,9,4,6
10/4/2016,81,36,57,14,6,5
10/3/2016,58,38,42,12,7,4
10/2/2016,88,23,35,12,4,4
10/1/2016,67,38,36,17,8,5
9/30/2016,88,27,42,16,3,5
9/29/2016,54,35,49,12,3,7
9/28/2016,58,19,38,3,1,5
9/27/2016,102,29,38,7,2,4
9/26/2016,99,50,58,14,4,5
9/25/2016,78,46,61,9,3,5
9/24/2016,71,36,53,7,2,4
9/23/2016,76,34,59,8,2,5
9/22/2016,76,36,56,10,3,8
9/21/2016,89,37,63,7,2,7
9/20/2016,79,42,63,7,2,8
9/19/2016,67,34,53,12,4,8
9/18/2016,100,24,43,19,8,7
9/17/2016,58,41,43,17,10,8
9/16/2016,45,18,38,12,3,7
9/15/2016,37,19,36,3,0,5
9/14/2016,60,20,37,5,1,4
9/13/2016,70,24,54,10,3,6
9/12/2016,51,28,40,13,5,6
9/11/2016,79,19,37,11,5,4
9/10/2016,91,29,42,15,4,5
9/9/2016,95,35,45,13,3,6
9/8/2016,68,39,45,14,7,8
9/7/2016,67,28,40,11,5,7
9/6/2016,91,29,46,11,2,6
9/5/2016,102,43,48,13,4,7
9/4/2016,84,46,61,8,3,7
9/3/2016,77,37,50,10,3,6
9/2/2016,120,31,49,15,7,6
9/1/2016,139,51,61,8,6,6
8/31/2016,97,67,64,17,15,9
8/30/2016,86,51,74,14,7,8
8/29/2016,86,44,58,8,3,7
8/28/2016,102,36,46,10,4,7
8/27/2016,87,45,56,18,16,8
8/26/2016,106,38,45,16,5,5
8/25/2016,90,48,48,21,11,5
8/24/2016,98,42,68,16,7,5
8/23/2016,124,45,59,16,11,5
8/22/2016,136,57,75,18,9,6
8/21/2016,87,65,79,16,9,7
8/20/2016,62,46,41,17,8,6
8/19/2016,29,31,27,16,6,5
8/18/2016,26,13,28,7,2,4
8/17/2016,31,12,30,5,1,4
8/16/2016,49,13,36,6,2,4
8/15/2016,39,20,37,7,2,5
8/14/2016,42,17,38,7,2,5
8/13/2016,38,14,30,9,2,5
8/12/2016,79,12,31,5,3,5
8/11/2016,86,35,30,20,7,6
8/10/2016,73,37,39,12,6,5
8/9/2016,102,32,41,22,7,4
8/8/2016,138,47,55,23,15,7
8/7/2016,134,56,62,15,9,7
8/6/2016,97,64,51,19,16,8
8/5/2016,55,48,48,24,10,7
8/4/2016,31,28,34,8,7,5
8/3/2016,45,18,29,8,3,4
8/2/2016,54,25,32,6,2,2
8/1/2016,0,35,37,5,1,3
4/22/2016,147,0,19,0,0,0
4/21/2016,119,72,38,30,13,6
4/20/2016,78,57,66,23,11,5
4/19/2016,81,41,77,10,3,5
4/18/2016,118,36,48,13,3,7
4/17/2016,120,56,36,21,5,8
4/16/2016,154,53,44,17,6,6
4/15/2016,115,67,66,22,4,6
4/14/2016,83,56,37,26,8,6
4/13/2016,91,32,38,25,6,5
4/12/2016,77,45,45,20,12,4
4/11/2016,76,35,39,13,5,5
4/10/2016,82,36,28,22,6,5
4/9/2016,87,35,24,12,4,4
4/8/2016,79,38,21,10,6,6
4/7/2016,84,39,21,7,5,6
4/6/2016,96,41,24,9,4,6
4/5/2016,148,42,27,6,2,7
4/4/2016,157,67,23,16,7,8
4/3/2016,145,74,30,15,7,8
4/2/2016,156,60,37,14,6,7
4/1/2016,165,71,38,9,3,7
3/31/2016,186,79,38,14,7,5
3/30/2016,163,108,46,27,15,5
3/29/2016,146,85,41,21,14,5
3/28/2016,125,63,45,7,3,4
3/27/2016,87,57,41,9,6,5
3/26/2016,70,37,45,7,5,4
3/25/2016,68,26,43,7,5,4
3/24/2016,66,24,36,9,3,4
3/23/2016,99,22,32,11,3,7
3/22/2016,81,39,42,20,9,7
3/21/2016,120,32,57,13,2,6
3/20/2016,123,47,60,15,4,8
3/19/2016,107,48,40,14,11,12
3/18/2016,92,43,15,18,7,11
3/17/2016,139,36,17,20,6,9
3/16/2016,92,53,33,20,7,8
3/15/2016,61,39,32,9,2,6
3/14/2016,79,23,32,8,3,7
3/13/2016,83,29,23,19,5,10
3/12/2016,58,34,27,15,2,7
3/11/2016,26,21,24,10,3,6
3/10/2016,99,8,24,11,2,5
3/9/2016,98,42,22,13,3,8
3/8/2016,77,37,19,19,8,6
3/7/2016,111,27,24,12,4,5
3/6/2016,141,44,36,21,10,6
3/5/2016,139,71,47,22,10,6
3/4/2016,112,70,37,20,10,6
3/3/2016,97,55,36,15,6,5
3/2/2016,141,45,37,8,2,3
3/1/2016,141,67,37,6,2,5
2/29/2016,103,80,35,15,4,6
2/28/2016,74,53,34,20,7,5
2/27/2016,69,37,28,13,3,4
2/26/2016,89,40,0,10,1,4
2/25/2016,54,53,0,8,1,4
2/24/2016,74,25,26,7,1,4
2/23/2016,122,30,24,9,1,6
2/22/2016,121,76,28,15,5,7
2/21/2016,123,84,32,7,2,6
2/20/2016,93,55,32,12,2,6
2/19/2016,65,39,28,14,4,5
2/18/2016,64,30,33,9,2,3
2/17/2016,76,29,27,10,2,4
2/16/2016,66,32,29,6,2,4
2/15/2016,75,24,22,6,1,5
2/14/2016,82,25,19,9,1,5
2/13/2016,95,28,18,11,1,3
2/12/2016,112,42,21,16,4,5
2/11/2016,80,47,28,15,4,6
2/10/2016,92,41,32,14,4,5
2/9/2016,136,46,37,13,10,4
2/8/2016,114,68,37,11,9,6
2/7/2016,83,55,39,5,4,6
2/6/2016,92,36,31,8,2,5
2/5/2016,80,39,26,10,2,5
2/4/2016,67,35,30,10,2,5
2/3/2016,58,30,24,11,1,6
